height_diff,weight_diff,reach_diff,winner
-12.7,0,-25.4,0
2.54,0,5.08,1
0,2.27,5.08,1
5.08,-4.53,5.08,0
2.54,6.8,-2.54,1
-5.08,0,-15.24,0
0,0,12.7,1
0,0,-2.54,0
5.08,0,5.08,1
2.54,0,-7.62,1
0,0,-2.54,1
2.54,0,15.24,0
-12.7,-4.54,-12.7,0
-2.54,0,-5.08,1
-2.54,-9.07,0,1
10.16,0,2.54,1
12.7,0,10.16,1
-2.54,0,10.16,0
10.16,0,2.54,1
-5.08,0,0,1
2.54,0,7.62,1
-12.7,0,-17.78,1
0,0,7.62,1
0,24.94,7.62,1
2.54,0,7.62,0
2.54,0,2.54,1
-2.54,0,-7.62,0
-2.54,0,10.16,0
-5.08,0,-2.54,1
-2.54,0,-5.08,0
-5.08,26.76,-2.54,1
-2.54,0,-5.08,0
2.54,0,-15.24,1
-10.16,0,-12.7,1
5.08,-2.27,5.08,1
5.08,0,7.62,1
2.54,0,5.08,1
5.08,0,0,0
-2.54,0,5.08,1
-10.16,-4.53,10.16,1
-7.62,0,-7.62,0
-2.54,0,-2.54,1
-5.08,0,-7.62,0
2.54,0.45,5.08,0
5.08,9.08,7.62,0
0,0,7.62,1
-2.54,0,-2.54,0
7.62,0,2.54,1
0,0,7.62,0
-5.08,-4.54,-5.08,1
2.54,0,2.54,0
-2.54,0,0,0
-5.08,0,-12.7,0
-12.7,0,-12.7,1
10.16,0,0,0
-7.62,0,-5.08,1
-7.62,0,2.54,0
2.54,0,5.08,1
2.54,6.8,0,1
-2.54,0,0,1
5.08,0,7.62,0
5.08,0,10.16,1
0,0,-5.08,0
5.08,0,7.62,1
7.62,0,7.62,0
0,0,-7.62,0
-7.62,0,-15.24,1
2.54,0,-2.54,0
0,0,-5.08,1
-5.08,0,-2.54,1
-2.54,0,0,0
0,-4.53,-5.08,1
-2.54,0,-2.54,1
-7.62,0,-5.08,1
0,0,-5.08,1
7.62,5.44,7.62,0
-2.54,0,-7.62,1
5.08,0,-7.62,0
2.54,-4.54,-7.62,1
-15.24,0,-17.78,0
-5.08,-4.54,-12.7,0
12.7,0,17.78,1
7.62,0,12.7,1
5.08,0,12.7,0
2.54,0,12.7,0
2.54,0,10.16,1
2.54,4.54,5.08,1
-5.08,0,-5.08,0
2.54,0,12.7,1
7.62,0,-2.54,1
10.16,15.88,7.62,1
0,0,-2.54,0
5.08,0,5.08,0
-2.54,0,0,0
5.08,-6.8,-2.54,1
15.24,-15.87,2.54,0
5.08,0,2.54,1
-2.54,0,0,1
-2.54,0,-12.7,0
0,0,5.08,0
-10.16,0,-7.62,1
-5.08,0,-12.7,1
10.16,0.46,5.08,1
-5.08,-6.8,-10.16,0
2.54,0,0,1
0,4.54,5.08,1
2.54,-4.54,10.16,0
-2.54,0,0,1
0,6.8,0,1
5.08,9.08,5.08,0
2.54,0,-2.54,0
7.62,0,-2.54,0
-2.54,0,2.54,1
2.54,0,-5.08,0
-7.62,0,-15.24,1
-5.08,0,-2.54,1
-10.16,-6.8,-15.24,1
-2.54,0,12.7,1
-12.7,0,-5.08,0
-2.54,4.54,0,1
-12.7,0,-20.32,1
2.54,0,22.86,1
-5.08,0,-7.62,0
0,0,-2.54,1
-2.54,0,0,0
5.08,0,2.54,1
-2.54,0,-2.54,0
7.62,-2.27,5.08,1
-7.62,0,-10.16,1
2.54,-4.53,-2.54,1
5.08,-4.54,0,1
2.54,0,0,0
7.62,0,-5.08,1
-10.16,-4.54,-20.32,0
-7.62,0,-5.08,1
5.08,0,12.7,0
-5.08,0,-5.08,0
7.62,0,2.54,1
2.54,0,0,0
2.54,0,5.08,0
2.54,-4.54,-5.08,1
-5.08,-1.36,-12.7,1
-5.08,0,-5.08,0
-2.54,0,-10.16,1
-5.08,0,2.54,1
-10.16,0,-15.24,1
-2.54,0,0,0
5.08,9.08,0,0
-2.54,-4.54,5.08,1
0,0,5.08,0
5.08,0,-5.08,0
0,0,-7.62,0
-7.62,0,5.08,0
0,0,7.62,1
-2.54,4.53,7.62,1
-2.54,0,-10.16,1
-5.08,0,5.08,1
0,0,-2.54,1
5.08,0,5.08,0
5.08,10.43,5.08,1
-7.62,0,-5.08,1
0,0,-2.54,0
5.08,0,7.62,1
0,13.6,0,0
2.54,0,2.54,0
-5.08,6.8,-15.24,0
0,0,-10.16,0
5.08,0,0,1
2.54,-4.54,-5.08,1
-2.54,0,-7.62,1
2.54,0,0,1
-2.54,0,-10.16,1
-7.62,0,2.54,1
12.7,-4.53,7.62,1
-12.7,-6.8,7.62,1
10.16,9.08,12.7,0
0,0,-2.54,0
-7.62,0,2.54,1
12.7,0,20.32,1
0,-4.53,7.62,1
-2.54,0,-2.54,0
2.54,4.54,5.08,0
2.54,0,7.62,1
5.08,-1.81,0,1
-2.54,0,-7.62,1
5.08,0,5.08,0
5.08,0,0,1
-7.62,-4.54,-25.4,1
-5.08,4.54,0,1
10.16,0,12.7,1
-12.7,0,5.08,0
-2.54,0,2.54,0
-5.08,0,5.08,1
2.54,0,0,1
-10.16,0,7.62,0
2.54,6.8,2.54,1
2.54,0,-5.08,0
5.08,0,2.54,0
5.08,6.8,7.62,0
7.62,0,5.08,1
7.62,4.54,20.32,1
5.08,0,10.16,0
10.16,0,5.08,1
5.08,6.8,15.24,1
-2.54,0,-5.08,0
-10.16,6.8,-7.62,1
-2.54,0,2.54,0
0,0,2.54,1
-10.16,0,-2.54,1
-2.54,0,-7.62,1
-15.24,0,-17.78,1
17.78,0,17.78,0
-7.62,0,-2.54,1
-2.54,0,-5.08,0
7.62,0,0,0
-2.54,6.8,-5.08,0
2.54,0,12.7,1
5.08,0,0,0
-5.08,0,-10.16,1
2.54,0,-2.54,1
5.08,0,0,0
2.54,0,2.54,1
-2.54,0,-2.54,1
-5.08,0,-7.62,0
-5.08,0,-12.7,1
5.08,0,-10.16,1
0,0,-12.7,0
7.62,0,2.54,1
-2.54,0,7.62,0
-5.08,0,-10.16,1
2.54,-6.8,-7.62,0
0,0,2.54,0
5.08,6.8,5.08,0
2.54,0,-5.08,1
-10.16,0,-10.16,1
0,0,7.62,0
10.16,0,22.86,1
12.7,0,7.62,0
0,0,7.62,0
7.62,0,5.08,1
-5.08,0,0,0
-5.08,0,-7.62,1
-7.62,0,-7.62,0
10.16,0,7.62,1
2.54,-6.8,-2.54,1
-2.54,0,-12.7,1
2.54,4.54,10.16,1
7.62,0,17.78,1
2.54,0,0,1
0,0,7.62,0
-2.54,-4.54,2.54,0
0,0,-5.08,1
-5.08,4.54,2.54,0
5.08,0,7.62,1
10.16,0,10.16,1
-2.54,0,5.08,0
-2.54,0,-7.62,0
0,0,-5.08,1
-5.08,0,-10.16,1
-7.62,-0.45,-12.7,1
7.62,0,0,1
10.16,0,10.16,1
7.62,0,-2.54,0
-2.54,-6.8,7.62,0
7.62,0,2.54,0
-2.54,-6.8,-5.08,0
-5.08,0,-5.08,1
-2.54,0,-2.54,0
-15.24,0,-15.24,1
-7.62,-2.27,2.54,1
-2.54,0,-12.7,1
2.54,0,0,0
7.62,0,2.54,1
-5.08,0,-12.7,1
-2.54,0,15.24,1
17.78,0,25.4,1
5.08,6.8,-5.08,0
5.08,0,2.54,1
0,4.53,5.08,1
5.08,0,2.54,1
2.54,0,12.7,0
0,0,2.54,1
-2.54,-9.07,5.08,0
0,0,2.54,1
2.54,0,0,0
0,-6.8,-5.08,0
-5.08,0,0,1
2.54,0,-10.16,0
-5.08,0,-5.08,0
-2.54,0,5.08,1
15.24,6.8,17.78,1
-10.16,0,-2.54,0
5.08,0,5.08,1
10.16,0,15.24,1
-5.08,4.53,-5.08,0
5.08,0,-5.08,1
5.08,0,0,0
-2.54,-9.08,-7.62,1
2.54,0,-2.54,0
2.54,-9.08,2.54,1
-2.54,0,5.08,1
-2.54,0,-2.54,1
2.54,0,-5.08,1
-2.54,0,-5.08,0
7.62,4.54,10.16,0
12.7,0,5.08,1
-7.62,6.8,-7.62,1
-2.54,-10.43,2.54,1
5.08,0.46,-2.54,0
2.54,0,12.7,1
-5.08,0,-2.54,1
-5.08,0,-2.54,0
2.54,0,2.54,1
10.16,-11.34,5.08,0
-5.08,0,0,0
0,-4.54,-7.62,0
15.24,4.54,10.16,1
10.16,0,15.24,1
2.54,0,2.54,1
0,0,15.24,1
10.16,0,0,0
-10.16,-0.45,-15.24,0
-2.54,4.54,2.54,0
-7.62,0,-2.54,1
-2.54,0,5.08,1
17.78,0,7.62,1
0,0,10.16,1
-2.54,0,-5.08,1
5.08,0,10.16,1
5.08,0,10.16,1
-5.08,0,-15.24,0
5.08,0,7.62,1
2.54,0,10.16,0
12.7,0,0,1
0,0,-15.24,0
5.08,4.54,-2.54,1
0,9.08,-7.62,1
-5.08,0,5.08,1
-2.54,0,7.62,0
-2.54,4.54,2.54,0
2.54,4.54,2.54,1
7.62,0,7.62,1
5.08,-6.8,2.54,0
10.16,0,12.7,1
15.24,2.27,12.7,0
5.08,0,7.62,0
-7.62,0,2.54,1
-10.16,4.54,2.54,0
-5.08,0,-10.16,1
-7.62,0,-10.16,0
2.54,0,-7.62,0
10.16,0,10.16,1
0,0,-2.54,1
0,0,10.16,1
5.08,0,2.54,0
-5.08,0,-7.62,0
5.08,0,-5.08,0
-10.16,0,-7.62,1
-10.16,-6.8,-5.08,1
-5.08,-4.54,-5.08,0
2.54,0,5.08,1
-2.54,-4.54,-5.08,0
10.16,4.54,10.16,1
-5.08,0,2.54,1
5.08,0,5.08,1
-10.16,0,-5.08,0
2.54,6.8,2.54,1
-2.54,9.08,-2.54,0
-5.08,0,5.08,1
2.54,0,0,1
-2.54,0,-2.54,1
2.54,4.53,0,0
7.62,4.54,15.24,0
7.62,6.8,5.08,1
-2.54,-4.54,-2.54,1
2.54,0,0,0
0,0,2.54,1
15.24,0,7.62,1
-2.54,3.17,-12.7,1
7.62,0,15.24,1
-2.54,-6.8,-5.08,0
0,0,-5.08,1
-7.62,0,0,1
-7.62,6.8,-17.78,1
-2.54,0,-2.54,1
0,0,7.62,0
2.54,4.54,2.54,0
-7.62,0,-7.62,0
-2.54,0,2.54,0
-2.54,0,-2.54,0
-17.78,0,-17.78,1
-7.62,-6.8,0,0
0,0,-5.08,0
2.54,0,0,1
15.24,0,12.7,1
-5.08,0,7.62,1
0,-4.54,-7.62,0
-5.08,0,-2.54,0
10.16,-4.54,5.08,1
5.08,-4.54,-5.08,0
2.54,0,0,1
-2.54,0,5.08,1
2.54,0,12.7,0
7.62,9.08,10.16,0
-7.62,-4.54,-2.54,0
10.16,0,-5.08,1
-5.08,6.8,-10.16,1
2.54,0,-12.7,0
7.62,0,5.08,0
5.08,0,7.62,1
0,26.76,0,1
-12.7,0,-10.16,0
5.08,0,7.62,0
-5.08,-6.8,-5.08,1
7.62,0,12.7,1
-2.54,-4.53,-5.08,1
-5.08,0,-5.08,0
2.54,0,12.7,1
0,0,2.54,0
-2.54,0,5.08,0
-10.16,0,-12.7,1
2.54,0,-5.08,1
-2.54,0,-7.62,1
7.62,0,5.08,1
5.08,0,0,0
5.08,0,5.08,0
7.62,0,12.7,1
-5.08,9.08,-5.08,1
-10.16,-4.54,-7.62,1
0,-4.54,-10.16,0
5.08,0,0,1
-5.08,0,-5.08,0
2.54,0,0,1
0,0,-12.7,0
-5.08,0,-5.08,0
2.54,0,-5.08,0
2.54,0,-7.62,1
2.54,0,15.24,1
-2.54,0,-2.54,1
-2.54,0,-5.08,0
2.54,11.34,-17.78,1
5.08,0,-2.54,0
-5.08,-1.36,-7.62,0
0,0,5.08,0
5.08,0,-7.62,1
-2.54,4.54,0,1
0,-4.54,5.08,0
-2.54,4.53,-5.08,1
-5.08,4.54,0,0
0,0,-5.08,1
2.54,2.27,2.54,0
5.08,0,0,0
5.08,0,0,0
-2.54,15.87,10.16,0
-7.62,0,5.08,1
-5.08,-7.26,-2.54,0
2.54,4.54,2.54,1
2.54,0,-5.08,0
-10.16,0,-5.08,0
0,0,-2.54,1
-2.54,-2.27,-5.08,1
5.08,0,12.7,1
0,0,-2.54,0
-5.08,-6.8,-2.54,1
0,0,7.62,1
-10.16,0,7.62,0
0,0,-5.08,0
-7.62,0,-7.62,1
2.54,0,10.16,1
-2.54,4.54,20.32,0
-12.7,-6.8,-17.78,1
-7.62,6.8,0,0
12.7,0,5.08,1
7.62,0,7.62,0
0,0,-2.54,1
-2.54,0,5.08,0
-5.08,0,12.7,0
5.08,4.54,20.32,1
-7.62,0,-7.62,1
0,-4.54,-12.7,0
5.08,0,5.08,1
-10.16,-4.54,-15.24,1
-7.62,0,2.54,1
0,0,-5.08,1
10.16,0,10.16,0
0,0,2.54,0
-2.54,0,-2.54,0
7.62,-4.54,-2.54,1
-5.08,0,2.54,1
-2.54,0,-12.7,1
0,0,7.62,1
-5.08,0,5.08,0
2.54,0,-10.16,0
2.54,0,5.08,1
-5.08,0,-12.7,1
-5.08,6.8,-10.16,1
-7.62,0,-7.62,1
7.62,0,2.54,0
2.54,0,5.08,1
5.08,4.54,12.7,1
-7.62,0,0,1
-2.54,0,10.16,1
7.62,0,17.78,1
-12.7,0,7.62,1
-10.16,0,-10.16,1
5.08,0,-5.08,1
5.08,0,5.08,1
-5.08,0,-2.54,0
0,0,-7.62,1
5.08,0,0,1
0,0,5.08,0
-5.08,-6.8,5.08,0
-5.08,0,-5.08,1
0,0,-10.16,0
0,-8.62,2.54,1
5.08,0,-2.54,0
5.08,0,5.08,0
-2.54,0,5.08,0
2.54,0,0,1
-2.54,0,0,1
2.54,6.8,-10.16,1
-5.08,0,-10.16,0
-5.08,-7.26,-5.08,1
-2.54,-6.8,0,1
-7.62,-4.53,2.54,0
-22.86,0,-7.62,1
-2.54,-4.54,-12.7,0
-5.08,0,-7.62,1
0,0,2.54,1
0,-6.8,-10.16,1
2.54,0,5.08,0
2.54,0,-2.54,1
5.08,-6.8,22.86,1
0,-3.18,-10.16,0
2.54,0,2.54,1
7.62,0,2.54,0
-10.16,0,-10.16,1
-10.16,0,-10.16,1
7.62,4.54,2.54,1
2.54,0,7.62,0
-2.54,0,2.54,0
2.54,4.54,7.62,1
2.54,-9.08,2.54,1
2.54,0,-7.62,0
2.54,0,-2.54,1
-10.16,0,-5.08,1
0,0,-5.08,0
10.16,0,2.54,1
10.16,0,2.54,1
10.16,0,10.16,0
-10.16,0,-5.08,0
2.54,0,0,0
12.7,0,5.08,1
12.7,4.54,7.62,0
7.62,0,15.24,1
2.54,0,2.54,1
-10.16,4.53,-12.7,0
-2.54,4.53,7.62,1
2.54,0,5.08,1
-10.16,0,-10.16,0
12.7,4.54,10.16,1
-5.08,9.08,0,0
-5.08,0,5.08,1
-10.16,-15.88,-2.54,1
5.08,0,0,1
5.08,0,0,0
0,0,-10.16,1
7.62,0,2.54,1
-10.16,0,-2.54,0
7.62,0,0,0
-5.08,6.8,-10.16,0
0,0,2.54,1
2.54,0,-2.54,0
-2.54,0,12.7,0
7.62,0,2.54,0
5.08,0,7.62,0
-7.62,0,-15.24,1
20.32,4.53,22.86,1
2.54,15.87,5.08,1
5.08,0,-5.08,1
15.24,4.54,10.16,1
-2.54,0,0,0
-7.62,-6.8,-12.7,1
2.54,4.08,0,1
2.54,0,2.54,1
2.54,0,10.16,1
-7.62,0,-5.08,1
-5.08,0,5.08,1
-2.54,0,-10.16,1
5.08,-3.17,0,0
2.54,6.8,17.78,1
2.54,0,2.54,0
-2.54,4.54,-10.16,0
5.08,4.53,7.62,1
2.54,0,7.62,1
5.08,0,7.62,0
-2.54,0,-10.16,1
2.54,0,-10.16,1
-2.54,0,0,1
2.54,0,-10.16,1
5.08,0,7.62,1
-7.62,0,-10.16,0
2.54,0,5.08,1
5.08,0,0,1
22.86,0.45,22.86,0
-2.54,4.54,2.54,0
-5.08,0,-2.54,0
2.54,0,-7.62,0
0,0,7.62,1
2.54,0,-7.62,1
20.32,4.54,15.24,0
-2.54,0,-10.16,1
-7.62,0,-5.08,0
-2.54,4.54,0,0
-2.54,0,-5.08,0
-7.62,-4.54,-10.16,1
-2.54,0,-5.08,1
-2.54,0,-2.54,0
-10.16,0,-20.32,0
0,-4.54,0,1
-12.7,0,-7.62,0
2.54,0,7.62,1
2.54,7.26,0,0
0,0,-7.62,0
5.08,5.9,-2.54,1
7.62,0,7.62,0
-2.54,0,-12.7,1
2.54,-18.59,-10.16,1
2.54,0,-2.54,0
-7.62,0,-5.08,0
2.54,-4.54,2.54,1
-2.54,-4.53,-7.62,1
-7.62,0,-12.7,0
-2.54,0,2.54,1
0,2.27,-2.54,0
7.62,0,5.08,1
-2.54,0,2.54,1
5.08,9.08,12.7,0
7.62,0,0,1
-5.08,0,0,0
-5.08,0,-10.16,1
5.08,0,5.08,1
-10.16,0,0,1
7.62,0,20.32,1
5.08,0,-2.54,0
-12.7,0,2.54,0
10.16,4.53,2.54,1
0,-4.54,12.7,1
-2.54,0,-5.08,1
-2.54,0,-2.54,0
2.54,-4.54,0,0
-7.62,0,-2.54,1
2.54,2.27,7.62,1
-7.62,0,2.54,0
5.08,0,-5.08,1
2.54,0,-5.08,1
2.54,0,7.62,1
7.62,-15.88,17.78,1
2.54,0,2.54,0
-7.62,0,-2.54,0
0,4.53,-7.62,1
2.54,0,2.54,1
2.54,0,7.62,1
-10.16,0,-15.24,0
5.08,4.54,20.32,1
-7.62,0,-10.16,1
0,0,-5.08,1
-7.62,0,-7.62,1
2.54,0,0,1
-7.62,0,-12.7,1
-2.54,0,-7.62,1
-2.54,0,-2.54,1
7.62,4.53,2.54,0
10.16,5.44,7.62,1
-7.62,0,-10.16,0
-5.08,0,-5.08,1
5.08,0,15.24,1
2.54,0,7.62,1
7.62,0,10.16,1
2.54,6.8,-7.62,1
2.54,6.8,7.62,1
-2.54,0,-10.16,1
-7.62,0,0,1
7.62,-4.54,-5.08,0
0,0,-5.08,0
-10.16,0,-15.24,0
5.08,0,15.24,0
-10.16,0,-5.08,1
-2.54,6.8,0,0
0,-9.08,-2.54,0
5.08,0,5.08,1
2.54,0,0,1
0,-4.54,10.16,1
7.62,0,2.54,1
0,0,-7.62,0
-2.54,0,-20.32,0
2.54,0,2.54,0
0,0,-2.54,0
0,-6.8,-5.08,1
2.54,0,0,1
-2.54,0,-10.16,0
-7.62,0,0,0
12.7,2.27,20.32,1
7.62,0,5.08,0
5.08,-1.82,-2.54,0
5.08,0,10.16,0
-7.62,0,-5.08,0
-5.08,0,-2.54,0
2.54,0,2.54,0
2.54,0,12.7,0
10.16,0,15.24,0
7.62,-27.21,2.54,1
-5.08,4.54,-2.54,1
2.54,9.07,-2.54,1
-5.08,0,-12.7,0
-5.08,-9.08,2.54,0
-2.54,4.53,5.08,1
2.54,0,7.62,1
2.54,-6.8,10.16,1
12.7,0,12.7,1
2.54,0,0,1
2.54,6.8,5.08,1
-2.54,0,-5.08,1
0,0,-2.54,1
0,0,-2.54,1
-2.54,0,5.08,1
5.08,0,2.54,0
-10.16,0,-7.62,1
-2.54,0,0,0
-5.08,0,-10.16,0
-2.54,4.53,-2.54,0
10.16,0,15.24,1
0,0,-2.54,1
-2.54,0,2.54,1
-2.54,11.79,-5.08,1
-12.7,0,-5.08,1
10.16,-9.08,15.24,1
-2.54,0,2.54,1
0,6.8,-7.62,1
-10.16,6.8,-17.78,1
5.08,11.79,0,1
-2.54,-25.85,-7.62,1
-5.08,0,-5.08,0
-7.62,6.8,5.08,1
0,4.54,-5.08,1
2.54,4.53,7.62,1
10.16,6.8,15.24,1
5.08,0,5.08,0
0,0,-5.08,1
-2.54,0,0,0
-2.54,-9.08,-5.08,1
5.08,4.54,5.08,1
-12.7,0,-10.16,0
-7.62,0,-10.16,1
5.08,0,7.62,0
-2.54,0,-5.08,0
-7.62,-6.8,-7.62,0
10.16,0,2.54,1
5.08,0,-5.08,1
-5.08,0,10.16,1
-5.08,-4.54,-15.24,0
-7.62,6.8,-7.62,0
-7.62,0,0,0
0,0,-2.54,0
7.62,15.88,5.08,1
2.54,4.54,0,1
7.62,-4.54,15.24,0
-2.54,4.54,0,1
2.54,0,5.08,1
-12.7,0,5.08,1
0,0,-7.62,1
-10.16,-4.54,-7.62,0
-2.54,4.54,2.54,1
-2.54,0,-12.7,0
0,0,7.62,0
-5.08,0,-2.54,1
10.16,0,5.08,1
0,19.95,0,1
10.16,4.53,7.62,1
0,0,5.08,1
5.08,4.54,10.16,0
-7.62,0,-7.62,1
-10.16,0,-7.62,1
-10.16,-12.7,-10.16,0
-2.54,0,-2.54,1
0,0,7.62,1
2.54,0,10.16,0
10.16,0,2.54,0
0,0,7.62,0
-2.54,0,-5.08,1
0,0,2.54,0
-7.62,6.8,0,1
-12.7,0,-12.7,1
2.54,0,-2.54,1
-2.54,0,-5.08,1
-15.24,0,-5.08,1
-7.62,0,-2.54,0
2.54,0,-5.08,1
5.08,4.54,10.16,0
7.62,4.54,12.7,0
5.08,0,5.08,0
-7.62,0,0,1
5.08,4.54,5.08,0
2.54,9.08,0,0
5.08,-4.54,-10.16,1
5.08,0,12.7,1
0,-4.53,10.16,1
12.7,4.54,15.24,1
2.54,0,2.54,1
2.54,4.53,0,1
5.08,0,7.62,1
12.7,6.8,5.08,0
5.08,-4.54,2.54,1
-7.62,0,2.54,0
-10.16,4.54,2.54,1
7.62,0,17.78,1
-10.16,0,-7.62,0
-7.62,-4.54,-2.54,1
-5.08,0,-12.7,1
0,0,-5.08,1
0,0,-5.08,0
-2.54,0,5.08,0
0,0,2.54,0
2.54,4.54,-7.62,0
-2.54,0,7.62,0
-10.16,-6.8,-10.16,0
5.08,0,-2.54,1
5.08,0,0,1
7.62,0,2.54,1
2.54,0,2.54,1
7.62,6.8,2.54,1
-5.08,0,-5.08,0
5.08,0,0,0
0,0,-7.62,1
-2.54,6.8,7.62,1
2.54,0,-2.54,1
-10.16,0,-10.16,1
0,0,-5.08,0
0,0,-7.62,1
-5.08,0,2.54,0
-7.62,6.8,-15.24,0
15.24,4.54,17.78,1
2.54,0,-2.54,0
2.54,0,-5.08,1
-10.16,-6.35,-2.54,1
5.08,0,0,0
2.54,27.21,-5.08,1
2.54,-4.54,5.08,0
5.08,0,15.24,1
2.54,15.87,-2.54,1
2.54,0,7.62,0
-7.62,-4.53,0,1
-7.62,0,-5.08,0
5.08,4.54,7.62,0
7.62,20.41,12.7,1
0,0,15.24,0
-10.16,0,-10.16,1
5.08,3.63,12.7,1
-5.08,0,-2.54,0
12.7,6.8,15.24,1
-7.62,0,-2.54,1
-5.08,4.08,7.62,1
-5.08,0,2.54,1
-2.54,0,-2.54,1
2.54,0,2.54,1
7.62,9.08,10.16,1
-2.54,6.8,7.62,0
7.62,0,2.54,0
5.08,0,5.08,1
7.62,0,12.7,0
2.54,6.8,5.08,1
-5.08,0,-7.62,0
-2.54,4.54,7.62,1
7.62,0,7.62,1
-2.54,4.53,-2.54,0
-2.54,0,-7.62,0
-12.7,-4.53,-25.4,0
10.16,0,17.78,1
-5.08,0,-5.08,1
2.54,0,5.08,1
7.62,0,22.86,1
7.62,0,7.62,1
-5.08,0,2.54,1
-2.54,0,-12.7,1
17.78,0,17.78,1
5.08,0,0,1
2.54,0,5.08,1
-2.54,-4.53,-7.62,0
-5.08,4.54,-10.16,1
-5.08,0,0,0
12.7,4.54,12.7,1
7.62,4.54,7.62,1
-5.08,0,-2.54,0
-2.54,0,5.08,1
0,-4.99,0,1
7.62,0,0,1
2.54,0,2.54,1
10.16,0,17.78,0
0,0,-5.08,1
-2.54,0,-12.7,0
5.08,9.08,0,1
-5.08,0,2.54,0
-2.54,5.44,-7.62,0
-2.54,0,0,1
-2.54,0,12.7,0
12.7,4.54,10.16,1
0,0,-2.54,1
0,0,2.54,0
-7.62,0,2.54,1
-5.08,0,-7.62,0
2.54,0,-10.16,1
2.54,0,2.54,0
-7.62,-6.8,-2.54,1
2.54,0,-2.54,1
10.16,0,5.08,1
2.54,-4.53,10.16,0
-2.54,0,-10.16,1
2.54,0,2.54,0
-7.62,-4.54,-7.62,1
-2.54,0,5.08,0
-7.62,0,-10.16,1
2.54,0,0,0
10.16,4.53,17.78,1
-5.08,0,-10.16,0
0,19.5,17.78,1
-10.16,0,-5.08,1
12.7,0.45,15.24,0
2.54,0,-2.54,0
12.7,13.6,15.24,1
-5.08,0,2.54,1
-2.54,0,-5.08,1
-2.54,0,-12.7,0
-5.08,0,-7.62,0
0,4.54,12.7,1
0,0,-5.08,0
0,12.25,7.62,1
-12.7,-6.8,-12.7,0
0,0,10.16,0
-5.08,0,-5.08,0
10.16,0,7.62,1
0,-9.08,0,1
0,0,5.08,1
-7.62,-4.53,-7.62,1
5.08,-4.54,15.24,1
-2.54,0,2.54,1
5.08,0,5.08,1
0,0,2.54,1
-10.16,0,2.54,1
2.54,0,5.08,1
-12.7,-8.17,0,1
-2.54,4.53,-17.78,1
2.54,0,-5.08,0
5.08,0,10.16,1
5.08,0,7.62,0
2.54,0,-2.54,0
-5.08,0,-5.08,1
-7.62,0,-15.24,1
5.08,0,7.62,1
-2.54,-4.54,-10.16,0
-5.08,0,-7.62,1
2.54,0,2.54,0
0,0,-10.16,1
-7.62,0,-2.54,1
7.62,0,2.54,1
5.08,18.14,15.24,1
10.16,0,5.08,1
0,0,-7.62,0
-7.62,0,-7.62,1
-2.54,0,-7.62,1
7.62,0,7.62,0
0,4.53,-5.08,1
2.54,0,10.16,1
12.7,0,-5.08,0
-2.54,0,-5.08,1
-2.54,0,-7.62,1
2.54,0,0,1
2.54,0,10.16,1
-2.54,0,0,0
-2.54,0,-2.54,0
-5.08,0,-5.08,1
20.32,4.54,12.7,1
7.62,0,2.54,1
5.08,0,-5.08,1
-2.54,0,-10.16,1
5.08,10.43,5.08,0
17.78,0,15.24,0
0,0,-5.08,1
5.08,0,5.08,1
-12.7,0,-12.7,0
2.54,0,-5.08,1
7.62,-4.54,5.08,1
-2.54,0,5.08,1
-2.54,0,2.54,1
-2.54,0,0,1
2.54,9.08,15.24,1
2.54,0,15.24,1
5.08,0,-12.7,0
2.54,6.8,2.54,0
-5.08,0,-2.54,0
0,0,5.08,1
-2.54,6.8,-2.54,1
-10.16,6.8,-15.24,0
2.54,-4.54,-5.08,1
7.62,0,7.62,1
0,4.53,0,0
5.08,0,2.54,1
5.08,-6.8,0,1
-2.54,0,5.08,0
5.08,0,2.54,0
-5.08,0,7.62,0
5.08,0,5.08,1
17.78,9.08,-2.54,1
-12.7,-6.8,-2.54,1
-2.54,-9.08,2.54,0
-2.54,0,-7.62,0
2.54,0,2.54,0
-5.08,0,-5.08,0
-2.54,0,-2.54,0
-2.54,0,-5.08,1
-7.62,-6.8,-7.62,0
2.54,0,0,1
10.16,4.53,15.24,1
5.08,6.8,15.24,1
-7.62,0,-7.62,1
2.54,0,7.62,1
-2.54,0,-2.54,0
2.54,-0.91,-2.54,0
12.7,0,10.16,1
-5.08,0,-2.54,1
-2.54,0,-7.62,0
5.08,0,-2.54,1
0,0,7.62,0
0,0,2.54,0
-5.08,-6.8,0,1
-5.08,-6.8,-2.54,1
-7.62,0,-15.24,1
10.16,0,0,0
0,0,-5.08,0
10.16,0.46,-10.16,0
-2.54,0,-5.08,1
2.54,5.44,2.54,1
5.08,9.08,-2.54,1
5.08,0,0,1
-5.08,4.54,0,1
0,4.54,5.08,1
-15.24,-9.08,-10.16,0
-2.54,0,-5.08,1
-7.62,0,-15.24,1
-17.78,0,-20.32,0
0,0,10.16,1
2.54,0,7.62,0
-2.54,6.8,-15.24,1
12.7,18.14,17.78,0
7.62,0,7.62,1
-2.54,0,0,1
-7.62,6.8,0,1
2.54,-4.54,-7.62,0
-15.24,0,-10.16,1
0,0,-5.08,1
12.7,0,10.16,1
-2.54,0,-7.62,1
0,0,10.16,0
-5.08,4.53,5.08,1
0,-4.54,-12.7,1
7.62,0,5.08,1
-2.54,0,0,1
