height_diff,weight_diff,reach_diff,winner
-10.16,0,-17.78,0
-5.08,0,-12.7,0
-2.54,1.82,-7.62,0
-7.62,0,-7.62,0
0,6.35,0,0
2.54,0,2.54,1
5.08,-6.8,-7.62,1
-12.7,0,-7.62,1
10.16,4.54,0,1
-5.08,0,-15.24,0
5.08,0,0,0
-10.16,0,-5.08,1
2.54,0,2.54,0
0,0,-2.54,1
-7.62,-9.08,-15.24,0
0,0,-5.08,1
-2.54,0,-2.54,0
-5.08,0,-2.54,0
2.54,0,-2.54,0
-5.08,-4.54,-5.08,0
10.16,0,17.78,0
2.54,0,5.08,1
-5.08,4.54,0,1
-10.16,-4.54,-7.62,1
10.16,0,7.62,1
-5.08,0,2.54,0
10.16,0,5.08,1
0,4.54,0,0
-2.54,0,-7.62,0
-2.54,0,2.54,1
2.54,9.08,0,0
-2.54,-4.53,7.62,0
-7.62,0,-10.16,1
5.08,0,7.62,0
-2.54,0,-2.54,1
7.62,18.14,12.7,0
-5.08,0,0,1
2.54,0,7.62,1
0,-7.26,2.54,0
10.16,0,2.54,0
-5.08,-4.54,-12.7,0
2.54,0,-2.54,1
-5.08,0,-7.62,1
0,6.8,-2.54,0
2.54,0,-5.08,1
0,-4.54,12.7,0
10.16,0,0,1
2.54,13.61,10.16,1
0,0,-2.54,0
0,0,-10.16,1
-7.62,-4.53,-12.7,0
-12.7,0,-10.16,1
2.54,0,-2.54,1
5.08,0,10.16,0
0,-9.08,-5.08,1
-2.54,0,-7.62,1
-7.62,0,-2.54,0
2.54,0,-5.08,1
-5.08,-4.53,10.16,1
5.08,0,-2.54,1
12.7,9.07,2.54,0
-5.08,0,-5.08,0
-2.54,-4.53,5.08,1
2.54,0,0,1
2.54,0,10.16,1
-5.08,0,-10.16,1
2.54,4.53,0,1
-12.7,-2.27,-20.32,0
-5.08,-6.8,-10.16,0
-2.54,0,2.54,0
-2.54,4.54,0,0
5.08,0,12.7,1
-5.08,0,5.08,0
-15.24,0,-10.16,0
2.54,0,2.54,0
7.62,4.54,7.62,0
0,0,-5.08,1
-2.54,0,2.54,1
2.54,0,2.54,1
-2.54,0,0,1
2.54,0,10.16,1
-5.08,0,-2.54,1
10.16,-11.34,5.08,1
0,0,-7.62,1
-7.62,0,-7.62,1
5.08,0,2.54,1
2.54,-7.71,7.62,1
-12.7,0,-12.7,0
-7.62,-4.53,-5.08,1
-5.08,0,12.7,0
0,0,-5.08,0
-2.54,4.54,-7.62,1
0,0,-5.08,1
2.54,0,2.54,1
-5.08,0,-7.62,0
-2.54,-6.8,-7.62,0
-5.08,0,-2.54,1
-12.7,0,-17.78,0
10.16,0,5.08,1
0,-4.53,0,1
-5.08,0,-2.54,0
-2.54,0,-5.08,1
-2.54,0,-5.08,1
7.62,0,17.78,1
12.7,4.54,2.54,1
5.08,0,0,1
-2.54,0,-2.54,1
5.08,0,-5.08,0
0,0,-7.62,0
5.08,4.53,0,0
0,0,7.62,1
-15.24,0,-20.32,1
0,-4.53,-2.54,0
-2.54,-4.54,-15.24,1
-5.08,0,-12.7,1
-15.24,-6.8,-10.16,0
-7.62,-4.54,7.62,0
7.62,0,2.54,0
0,-11.34,5.08,1
-2.54,-11.34,-2.54,1
0,0,7.62,1
-5.08,0,-2.54,1
5.08,-9.08,2.54,0
7.62,0,12.7,0
-5.08,0,-20.32,1
7.62,0,0,1
10.16,-4.54,10.16,0
7.62,0,12.7,1
0,0,-5.08,1
-5.08,0,0,1
2.54,15.88,5.08,1
-2.54,0,-10.16,1
7.62,0,5.08,1
2.54,0,10.16,1
0,0,2.54,0
-5.08,0,5.08,0
7.62,0,2.54,0
2.54,0,7.62,1
5.08,19.5,20.32,1
0,0,2.54,1
-2.54,9.08,2.54,1
-7.62,0,-7.62,0
2.54,0,7.62,0
-5.08,0,-2.54,1
-5.08,0,0,0
5.08,0,5.08,1
-10.16,0,-2.54,0
0,0,5.08,1
0,5.45,15.24,1
2.54,0,5.08,0
2.54,0,-2.54,1
10.16,0,2.54,0
-7.62,0,-2.54,1
-7.62,9.08,0,1
10.16,4.54,12.7,1
-7.62,-9.08,-2.54,1
-7.62,0,-12.7,1
-17.78,-9.08,-7.62,1
5.08,0,-7.62,0
10.16,-2.72,15.24,1
10.16,4.54,0,0
-7.62,6.8,-15.24,0
7.62,4.54,12.7,1
-2.54,0,2.54,1
7.62,-6.8,17.78,1
0,-4.54,-5.08,1
7.62,0,7.62,1
-12.7,0,-17.78,0
2.54,1.36,-5.08,0
5.08,4.54,12.7,0
-17.78,0,-7.62,1
-5.08,0,-7.62,1
-2.54,0,0,1
-5.08,0,7.62,1
-7.62,0,2.54,0
7.62,6.35,5.08,0
0,-4.54,5.08,1
2.54,4.54,15.24,1
-5.08,-4.54,-5.08,0
-7.62,0,-2.54,0
5.08,0,-2.54,1
7.62,-9.08,12.7,0
0,0,2.54,1
7.62,0,7.62,1
2.54,0,7.62,0
-7.62,0,2.54,0
5.08,0,10.16,1
-2.54,0,-2.54,0
-17.78,0,-7.62,1
-7.62,0,-5.08,0
0,0,12.7,0
-5.08,0,-12.7,0
-10.16,0,-17.78,0
5.08,-4.54,2.54,1
0,0,2.54,0
7.62,0,7.62,1
-2.54,-6.8,-17.78,1
7.62,0,17.78,0
15.24,0,10.16,0
2.54,0,7.62,1
5.08,4.54,15.24,1
-10.16,0,-2.54,1
5.08,4.53,-2.54,1
2.54,4.54,10.16,1
0,-6.8,2.54,0
2.54,-4.54,-2.54,0
2.54,0,-2.54,0
0,15.88,2.54,1
-15.24,0,-10.16,1
10.16,4.54,7.62,0
-7.62,0,0,1
2.54,-4.54,-2.54,0
-10.16,-6.8,-2.54,0
10.16,0,10.16,1
-7.62,0,-10.16,0
-5.08,0,0,1
-2.54,6.8,0,1
5.08,0,0,0
-2.54,0,10.16,1
7.62,0,0,1
0,4.53,0,0
-7.62,0,-7.62,0
0,0,5.08,1
-7.62,0,-12.7,0
0,0,-10.16,0
5.08,-4.53,-2.54,1
10.16,0,12.7,1
-2.54,0,-5.08,0
7.62,0,10.16,1
10.16,-4.54,7.62,0
-10.16,-9.07,-12.7,1
-15.24,0,-5.08,0
0,0,-12.7,0
7.62,5.44,15.24,1
2.54,0,12.7,0
2.54,0,2.54,1
-20.32,0,-7.62,0
2.54,0,-5.08,1
10.16,0,10.16,0
0,-11.34,0,0
-5.08,0,-2.54,1
-5.08,6.8,-2.54,1
-15.24,0,-7.62,1
5.08,0,0,1
-7.62,0,0,0
5.08,11.34,0,1
7.62,0,-5.08,1
0,3.63,22.86,1
-2.54,0,5.08,1
7.62,0,7.62,1
-12.7,0,-5.08,1
0,0,2.54,1
17.78,0,2.54,1
0,6.35,5.08,0
-2.54,9.08,-10.16,0
5.08,-4.54,-7.62,0
-17.78,-6.8,-22.86,0
0,-9.08,-2.54,0
-2.54,-6.8,-7.62,0
0,0,7.62,0
15.24,0,15.24,0
-2.54,0,-5.08,0
-2.54,0,0,1
10.16,0,0,0
7.62,0,10.16,0
2.54,0,12.7,1
-7.62,0,0,0
2.54,0,-2.54,1
0,-4.54,12.7,0
0,0,2.54,0
-10.16,-4.54,-7.62,1
0,0,5.08,0
5.08,9.08,17.78,0
2.54,0,-2.54,1
7.62,0,5.08,1
-5.08,0,-10.16,0
0,-4.54,-7.62,0
5.08,-6.8,10.16,1
-7.62,0,-12.7,0
0,0,7.62,0
0,-4.53,0,1
5.08,6.8,7.62,0
7.62,0.45,5.08,1
0,-4.53,-2.54,1
12.7,4.54,12.7,1
0,0,-5.08,1
0,0,-7.62,1
5.08,0,10.16,1
5.08,4.53,10.16,0
2.54,0,-2.54,1
5.08,0,10.16,0
0,0,-2.54,0
2.54,6.8,0,0
7.62,0,5.08,1
-5.08,0,-5.08,0
-5.08,4.54,0,1
5.08,0,7.62,0
2.54,0,-5.08,1
-5.08,0,-5.08,1
-2.54,9.08,0,0
12.7,0,5.08,0
-7.62,-4.54,-7.62,1
-2.54,0,5.08,1
-2.54,9.98,5.08,0
-7.62,0,-7.62,1
5.08,0,-2.54,0
-12.7,-6.8,-12.7,1
5.08,0,5.08,1
0,0,2.54,0
0,0,2.54,1
-7.62,4.54,-5.08,1
12.7,3.63,7.62,1
2.54,4.53,-5.08,0
0,0,-5.08,1
0,19.5,20.32,1
-7.62,0,-5.08,0
0,0,2.54,0
-7.62,0,-7.62,0
5.08,0,0,0
-10.16,0,-5.08,0
-7.62,0,-12.7,0
0,0,-7.62,1
-10.16,0,-5.08,1
10.16,0,5.08,1
-12.7,-4.53,-10.16,0
10.16,0,12.7,0
0,0,5.08,0
25.4,5.44,22.86,1
7.62,20.42,5.08,0
-5.08,-4.53,-2.54,1
-10.16,0,-2.54,0
7.62,0,2.54,1
5.08,6.8,2.54,1
-7.62,0,2.54,0
-2.54,4.54,2.54,0
-5.08,0,-2.54,1
-10.16,0,-17.78,0
-2.54,0,-2.54,0
-12.7,0,-7.62,1
7.62,4.54,15.24,1
10.16,0,15.24,0
7.62,4.54,7.62,0
2.54,0,7.62,0
-2.54,-6.8,7.62,1
2.54,0,2.54,1
-7.62,-4.54,-7.62,0
0,-4.54,5.08,0
5.08,4.53,-5.08,0
2.54,4.54,2.54,0
0,4.54,7.62,0
-7.62,-4.54,0,0
5.08,0,7.62,1
-10.16,0,-12.7,1
0,0,-5.08,0
5.08,0,5.08,1
0,9.08,-2.54,1
-5.08,0,15.24,1
-10.16,0,0,1
-10.16,-4.53,0,1
-5.08,0,-10.16,0
-7.62,6.8,-12.7,0
2.54,0,-2.54,0
-2.54,0,-2.54,0
-10.16,-9.08,-5.08,1
2.54,0,-5.08,1
2.54,0,2.54,1
5.08,0,5.08,1
-7.62,-4.54,-15.24,1
2.54,0,-5.08,1
0,0,2.54,1
-5.08,0,-15.24,1
2.54,9.98,-10.16,0
-2.54,-4.54,7.62,1
2.54,4.54,5.08,0
0,0,-5.08,0
-5.08,0,-7.62,1
5.08,9.07,10.16,0
-7.62,0,-10.16,1
-2.54,0,0,1
2.54,-4.54,7.62,1
2.54,0,5.08,1
-10.16,-4.54,-2.54,0
0,0,-5.08,1
-10.16,0,0,1
5.08,0,2.54,1
-5.08,0,-15.24,1
0,0,-7.62,0
-5.08,0,2.54,0
-2.54,19.5,12.7,1
0,4.54,-2.54,0
2.54,0,0,0
-12.7,11.34,-15.24,0
0,0,-12.7,0
-15.24,0,-10.16,0
0,0,2.54,0
-2.54,4.54,0,0
-5.08,0,-15.24,1
-7.62,0,0,1
7.62,0,7.62,1
-10.16,0,-22.86,0
-2.54,6.8,17.78,0
-2.54,-4.54,0,1
5.08,4.53,5.08,1
-5.08,0,-7.62,0
-5.08,-6.8,-10.16,1
2.54,0,2.54,0
2.54,0,-2.54,0
7.62,-9.08,0,0
-7.62,0,-5.08,1
-2.54,0,-15.24,0
-5.08,-6.8,0,0
7.62,0,0,1
-2.54,4.54,2.54,1
0,0,10.16,0
2.54,0,7.62,1
-2.54,0,7.62,0
-2.54,-4.54,-2.54,0
-2.54,-6.8,-2.54,0
7.62,0,5.08,0
-2.54,0,-12.7,1
-10.16,0,-10.16,0
-5.08,4.54,7.62,1
-10.16,0,-7.62,0
5.08,-11.8,5.08,1
-5.08,0,-7.62,1
-7.62,0.45,-15.24,0
-2.54,0,0,0
-2.54,0,2.54,0
-2.54,9.08,-5.08,1
15.24,0,12.7,0
-2.54,0,0,1
2.54,0,2.54,1
2.54,0,-5.08,0
-7.62,0,-10.16,0
10.16,0,0,0
-10.16,-6.8,-15.24,0
7.62,-4.53,12.7,1
-10.16,0,-15.24,0
-5.08,0,-7.62,1
-5.08,9.08,-2.54,0
-2.54,0,12.7,0
12.7,0,-7.62,0
-5.08,0,0,1
0,-9.07,-12.7,0
10.16,0,7.62,1
2.54,0,-5.08,1
-5.08,0,0,1
0,6.8,-7.62,0
2.54,3.63,-10.16,1
-2.54,0,-7.62,1
0,0,-10.16,1
2.54,0,-2.54,0
7.62,4.53,-2.54,1
10.16,-9.08,-10.16,0
2.54,0,0,1
-10.16,-4.54,-2.54,1
2.54,0,-7.62,1
10.16,-6.8,15.24,1
-2.54,-4.53,10.16,0
7.62,0,17.78,0
-5.08,0,0,1
-12.7,0,-15.24,0
5.08,0,15.24,0
-5.08,0,-5.08,0
-10.16,-4.54,-7.62,1
-15.24,0,-20.32,1
-12.7,0,-10.16,1
-2.54,0,-2.54,0
5.08,6.8,-2.54,1
7.62,4.54,0,1
-10.16,0,2.54,0
7.62,-6.8,5.08,1
-5.08,0,-10.16,0
2.54,0,5.08,1
10.16,4.54,7.62,1
-10.16,-4.54,-10.16,1
10.16,0,12.7,1
-7.62,0,-5.08,1
-10.16,4.54,5.08,1
0,0,2.54,0
0,0,-7.62,1
-10.16,-11.34,-17.78,1
2.54,0,15.24,0
5.08,0,2.54,0
2.54,9.08,2.54,1
-7.62,0,-7.62,0
0,0,-2.54,0
-7.62,0,-5.08,1
-2.54,0,-5.08,0
-5.08,0,-7.62,1
0,-4.54,12.7,1
10.16,-1.36,15.24,0
-5.08,0,-2.54,0
2.54,4.54,20.32,1
2.54,0,2.54,1
2.54,0,0,1
5.08,11.34,-2.54,1
-5.08,0,-7.62,0
0,-6.8,-5.08,0
7.62,0,10.16,1
7.62,0,-2.54,0
-10.16,0,0,0
-5.08,-1.81,0,1
-5.08,0,-7.62,1
2.54,0,-10.16,1
2.54,0,10.16,1
-2.54,0,7.62,0
-10.16,4.53,-2.54,1
-2.54,0,-7.62,1
2.54,0,5.08,0
-10.16,6.8,-5.08,1
-2.54,0,-10.16,1
-5.08,0,-12.7,1
2.54,0,-7.62,0
2.54,4.54,5.08,0
2.54,0,2.54,0
2.54,9.08,2.54,1
0,0,2.54,1
0,-9.08,0,0
-5.08,0,-12.7,0
0,0,7.62,1
-2.54,6.8,0,1
-7.62,17.23,-12.7,0
-2.54,6.8,-2.54,1
-5.08,0,-12.7,1
2.54,9.07,7.62,1
10.16,0,17.78,1
7.62,6.8,0,1
-10.16,11.34,-20.32,0
-2.54,0,2.54,1
0,2.27,2.54,0
-2.54,0,0,1
-5.08,0,0,1
2.54,0,-5.08,1
-7.62,0,-5.08,1
-2.54,0,0,1
0,0,2.54,1
-12.7,-9.08,-12.7,0
-5.08,0,2.54,1
-5.08,0,-7.62,1
-7.62,-6.8,0,1
-5.08,0,-5.08,1
7.62,4.54,2.54,1
2.54,0,5.08,1
-5.08,6.8,-7.62,1
-10.16,0,-7.62,0
2.54,4.54,17.78,1
2.54,6.8,5.08,1
-5.08,-9.08,-2.54,0
-10.16,0,-10.16,1
-10.16,0,0,1
2.54,0,2.54,1
7.62,0,10.16,0
-10.16,0,-15.24,1
-2.54,4.54,-2.54,1
10.16,4.54,7.62,1
-7.62,-6.8,-2.54,0
2.54,-4.53,-5.08,0
-2.54,0,-2.54,1
7.62,-6.8,2.54,1
5.08,0,-2.54,1
0,0,2.54,1
5.08,0,2.54,1
-7.62,0,-7.62,1
-5.08,0,5.08,1
-2.54,-4.53,5.08,0
-7.62,-4.54,-5.08,0
0,-4.54,0,0
-2.54,15.88,-12.7,1
-2.54,0,-15.24,1
-10.16,0,-15.24,1
0,4.54,-2.54,1
-2.54,4.54,-10.16,0
5.08,0,0,1
-10.16,0,-7.62,0
-2.54,0,2.54,1
0,0,-7.62,0
-5.08,-4.54,-2.54,1
12.7,0,12.7,1
0,-4.54,5.08,1
2.54,0,2.54,1
-10.16,0,2.54,1
2.54,0,12.7,0
-5.08,0,-12.7,0
0,0,-2.54,1
-7.62,4.53,0,0
-2.54,0,-2.54,1
-2.54,-4.54,-2.54,0
0,0,-2.54,1
-7.62,0,0,0
-2.54,0,-7.62,0
10.16,0,2.54,0
-20.32,-7.26,-15.24,1
2.54,0,-2.54,1
0,0,-2.54,1
-7.62,0,-10.16,0
-2.54,0,-2.54,0
-7.62,-4.54,-2.54,0
0,0,5.08,0
-5.08,-4.54,-5.08,0
0,0,-10.16,0
-2.54,0,-5.08,0
12.7,-5.45,10.16,1
2.54,0,-2.54,1
-15.24,0,-10.16,0
7.62,0,5.08,0
10.16,0,17.78,0
0,4.54,0,1
2.54,0,5.08,0
10.16,0,0,0
-2.54,-4.53,-10.16,0
10.16,9.08,7.62,0
5.08,0,5.08,1
2.54,4.53,-5.08,1
5.08,0,-2.54,1
12.7,2.27,20.32,0
2.54,-4.53,10.16,0
2.54,-6.8,-2.54,0
7.62,6.8,7.62,0
-2.54,0,-7.62,0
-2.54,0,17.78,0
-7.62,0,-12.7,1
0,0,2.54,0
7.62,0,0,1
5.08,-6.8,10.16,1
-10.16,-4.54,5.08,0
-7.62,0,-15.24,0
-2.54,-4.54,-7.62,1
5.08,0,5.08,1
7.62,0,10.16,1
-5.08,0,5.08,1
10.16,0,15.24,1
15.24,0,17.78,1
5.08,0,5.08,1
-7.62,0,-2.54,0
2.54,0,2.54,1
-2.54,-6.8,-2.54,0
0,0,2.54,1
-2.54,4.53,-5.08,0
2.54,0,0,1
0,0,5.08,0
0,0,15.24,0
0,0,-7.62,0
2.54,0,-2.54,1
-10.16,0,-7.62,0
-10.16,0,0,0
-2.54,0,-2.54,1
-12.7,0,-7.62,0
2.54,0,15.24,1
-7.62,-6.8,-5.08,0
-10.16,-4.54,-7.62,1
2.54,-10.89,5.08,0
7.62,0,0,1
0,0,2.54,0
-10.16,-20.41,-10.16,0
-10.16,0,-2.54,0
-5.08,0,-10.16,0
-7.62,0,-10.16,0
7.62,0,-5.08,0
-5.08,0,2.54,0
-7.62,0,-2.54,1
-5.08,2.27,-12.7,1
-12.7,0,-15.24,0
5.08,0,2.54,1
2.54,20.42,2.54,0
-2.54,0,0,1
-2.54,-4.54,-12.7,0
-7.62,0,-7.62,1
0,0,5.08,1
2.54,-4.54,5.08,0
-2.54,0,-7.62,0
0,-6.8,2.54,0
2.54,0,10.16,1
0,0,2.54,1
0,0,-2.54,0
-5.08,0,-7.62,1
2.54,-9.08,-2.54,0
-7.62,0,-7.62,0
2.54,4.53,-7.62,1
5.08,0,2.54,0
2.54,0,2.54,1
-5.08,0,0,1
2.54,0,-10.16,0
0,4.54,0,0
-12.7,-9.08,0,0
5.08,4.54,2.54,0
-5.08,0,-12.7,0
2.54,0,10.16,1
15.24,15.88,20.32,0
5.08,0,7.62,0
10.16,4.54,2.54,1
-7.62,4.54,0,1
-7.62,4.54,-5.08,1
5.08,0,7.62,0
-5.08,0,-12.7,1
2.54,0,5.08,1
10.16,6.8,2.54,0
2.54,0,-2.54,1
-7.62,0,2.54,1
-2.54,0,0,0
0,-9.08,10.16,1
-2.54,-10.89,15.24,1
0,0,10.16,1
-5.08,-6.8,-7.62,1
0,6.8,-5.08,1
0,0,2.54,0
5.08,0,2.54,0
-7.62,-9.08,-20.32,1
5.08,-11.34,-5.08,0
-5.08,-4.54,-5.08,1
-7.62,6.35,0,1
-2.54,-9.08,5.08,1
0,4.54,0,1
-10.16,0,-10.16,0
10.16,0,5.08,1
0,0,-2.54,0
-2.54,0,-5.08,1
2.54,0,7.62,1
2.54,0,0,1
-5.08,0,5.08,1
7.62,0,-2.54,0
10.16,0,15.24,1
-10.16,-4.54,-12.7,1
-5.08,0,-12.7,0
-5.08,0,-17.78,1
-5.08,0,-2.54,0
0,0,7.62,0
-5.08,6.8,-5.08,1
2.54,0,5.08,0
-10.16,-2.27,-15.24,0
2.54,0,5.08,0
-5.08,0,-15.24,1
-2.54,4.54,0,1
0,4.54,0,1
15.24,0,7.62,1
5.08,0,7.62,0
-2.54,0,-2.54,1
2.54,0,0,0
-5.08,-4.53,-7.62,0
-10.16,0,-17.78,1
-7.62,-8.62,-7.62,0
-2.54,0,2.54,0
-2.54,0,-7.62,1
5.08,0,-2.54,1
2.54,0,5.08,0
2.54,0,-7.62,1
10.16,0,0,1
0,-9.08,2.54,1
-2.54,0,-12.7,0
2.54,0,0,0
5.08,4.54,0,1
-5.08,-4.54,-2.54,0
5.08,0,5.08,1
20.32,11.34,17.78,0
-5.08,4.54,0,0
7.62,0,15.24,0
2.54,4.54,0,0
-7.62,0,2.54,1
12.7,0,12.7,1
2.54,0,5.08,0
5.08,0,10.16,0
-2.54,0,7.62,1
-7.62,0,-2.54,0
0,0,5.08,1
12.7,-11.34,17.78,0
-2.54,0,-12.7,0
0,4.54,10.16,0
0,0,-5.08,0
10.16,4.54,7.62,0
5.08,0,10.16,0
-2.54,-9.08,2.54,1
-2.54,0,-7.62,1
0,0,7.62,0
-2.54,-4.54,2.54,0
7.62,0,-5.08,1
0,4.99,2.54,1
15.24,-6.8,15.24,1
-12.7,0,-15.24,0
0,4.54,-5.08,0
5.08,6.8,-2.54,1
0,0,-15.24,0
-7.62,0,-7.62,1
0,-4.53,-5.08,1
-2.54,0,0,0
-2.54,0,0,0
-5.08,0,0,1
-7.62,0,-10.16,1
-15.24,0,-20.32,0
5.08,7.71,2.54,1
-2.54,0,5.08,1
5.08,9.08,2.54,1
-2.54,0,-5.08,0
-2.54,0,0,0
-12.7,0,0,1
0,0,5.08,1
2.54,0,5.08,1
-2.54,0,0,0
0,0,2.54,1
0,0,-2.54,1
-5.08,0,2.54,1
-10.16,6.8,-15.24,1
0,7.26,5.08,1
-2.54,0,-5.08,1
-5.08,0,0,1
-5.08,0,-7.62,1
5.08,0,10.16,1
-2.54,0,-12.7,0
7.62,0,15.24,1
-2.54,4.53,-2.54,1
0,0,-12.7,1
-12.7,4.54,-20.32,0
7.62,-4.54,2.54,0
-5.08,0,-7.62,1
0,6.8,0,0
2.54,0,-7.62,1
7.62,0,-2.54,1
-2.54,0,-5.08,1
-5.08,0,-20.32,0
5.08,0,7.62,1
0,0,7.62,1
2.54,4.54,5.08,0
0,-4.54,-7.62,1
-7.62,13.6,-7.62,1
0,0,-7.62,1
5.08,11.34,2.54,1
-2.54,4.54,-2.54,0
-7.62,4.54,-5.08,1
5.08,-6.8,-2.54,0
0,0,-5.08,1
0,0,2.54,0
7.62,0,0,0
0,0,-2.54,1
-2.54,0,2.54,1
-2.54,-9.07,2.54,0
2.54,0,5.08,1
0,-4.54,-5.08,1
5.08,6.8,5.08,1
-5.08,0,0,0
-12.7,0,0,0
7.62,0,12.7,1
-12.7,-4.54,-17.78,0
-5.08,0,0,1
0,4.54,-2.54,1
-2.54,4.54,-12.7,1
5.08,0,5.08,1
7.62,0,2.54,0
-2.54,0,-12.7,0
-5.08,-4.54,7.62,1
7.62,4.53,5.08,0
2.54,-4.53,2.54,1
7.62,6.8,10.16,0
5.08,0,2.54,0
5.08,0,5.08,1
-2.54,0,-2.54,1
-7.62,-9.08,-2.54,0
5.08,-9.08,-5.08,1
-2.54,0,-2.54,1
0,0,-5.08,1
2.54,0,-10.16,1
0,0,-2.54,1
0,0,2.54,0
5.08,-4.54,0,0
-2.54,-4.54,-10.16,1
-2.54,0,-2.54,1
0,0,5.08,1
-2.54,0,-2.54,0
0,4.53,5.08,1
-7.62,0,-7.62,0
-2.54,0,15.24,0
0,0,-5.08,1
-7.62,0,-10.16,1
5.08,0,-5.08,0
7.62,6.8,7.62,0
10.16,4.54,-2.54,1
0,6.8,-7.62,0
-5.08,4.53,-12.7,1
-5.08,0,-2.54,1
-5.08,0,-5.08,1
-2.54,0,10.16,0
2.54,6.8,2.54,0
0,0,7.62,1
-7.62,-4.54,-5.08,1
5.08,0,-2.54,1
5.08,-6.8,-2.54,0
-10.16,0,-12.7,0
-5.08,8.62,5.08,1
-5.08,4.53,-10.16,1
7.62,0,2.54,1
-2.54,0,-5.08,0
0,0,-10.16,0
-2.54,0,-15.24,0
0,0,2.54,0
-5.08,0,-5.08,0
2.54,0,2.54,0
0,0,-7.62,0
0,-4.54,0,1
10.16,6.8,10.16,0
2.54,0,-2.54,1
-2.54,0,-5.08,1
5.08,0,-5.08,0
12.7,0,2.54,1
0,0,-7.62,1
-2.54,0,5.08,0
2.54,0,-12.7,1
2.54,6.81,5.08,0
5.08,4.53,-5.08,0
2.54,-4.54,0,0
-7.62,28.13,5.08,1
2.54,-8.16,-2.54,1
2.54,-4.53,0,0
7.62,0,7.62,0
-2.54,0,-7.62,1
2.54,0,12.7,1
-5.08,0,-2.54,1
-2.54,0,2.54,1
-5.08,-4.54,-10.16,1
-7.62,-26.76,2.54,0
0,0,-12.7,0
-5.08,-4.54,-7.62,0
-2.54,0,0,0
0,4.53,-12.7,0
-2.54,0,0,1
5.08,0,7.62,1
0,10.89,-7.62,0
-2.54,0,-10.16,0
-5.08,0,-7.62,1
7.62,0,2.54,0
-7.62,0,-2.54,0
10.16,0,7.62,1
5.08,6.8,-5.08,1
-5.08,-4.54,0,0
-5.08,-6.8,-2.54,0
5.08,11.34,10.16,1
-2.54,0,0,0
5.08,0,-2.54,0
5.08,0,-5.08,0
2.54,-4.54,0,0
2.54,0,2.54,1
-10.16,0,-7.62,0
12.7,0,7.62,1
2.54,4.54,0,0
0,0,2.54,1
2.54,0,10.16,1
-5.08,-11.34,0,0
-2.54,-4.54,-10.16,0
0,0,7.62,1
5.08,0,0,0
-5.08,0,-15.24,1
2.54,6.8,-2.54,1
2.54,9.08,-2.54,1
-12.7,0,-7.62,1
-2.54,0,-2.54,1
5.08,0,15.24,1
-2.54,0,2.54,0
0,0,-7.62,1
5.08,4.53,15.24,1
2.54,-13.6,-2.54,0
5.08,0,0,1
5.08,0,7.62,1
-5.08,-9.08,2.54,1
-2.54,0,-2.54,1
-2.54,0,10.16,0
10.16,6.8,-2.54,0
-5.08,0,-22.86,0
-2.54,-6.8,0,0
2.54,0,-2.54,0
5.08,-4.54,7.62,0
5.08,-6.8,-2.54,1
-2.54,-4.53,7.62,1
-2.54,-8.62,0,1
2.54,0,10.16,0
0,0,2.54,1
2.54,0,2.54,1
0,0,10.16,0
2.54,15.88,12.7,1
7.62,0,2.54,0
-10.16,0,0,0
-7.62,0,-7.62,1
-2.54,-4.54,0,1
-12.7,0,-10.16,1
0,0,2.54,1
-10.16,0,-5.08,1
-10.16,0,-15.24,1
5.08,0,-2.54,1
-2.54,6.8,-5.08,1
-17.78,-9.08,-12.7,0
-17.78,0,-7.62,1
0,0,10.16,1
7.62,6.8,7.62,0
-5.08,6.8,-15.24,0
2.54,0,-5.08,0
2.54,-6.8,0,0
7.62,4.53,7.62,1
17.78,6.8,25.4,0
0,4.53,-2.54,1
-12.7,11.34,-15.24,1
0,0,-5.08,1
-5.08,0,-5.08,0
-2.54,0,0,1
-15.24,-4.54,-10.16,0
-5.08,0,5.08,0
2.54,-0.91,-2.54,0
2.54,0,7.62,1
-10.16,-6.8,-10.16,1
-10.16,-6.8,-17.78,1
5.08,0,0,1
5.08,-6.8,5.08,1
0,6.8,-5.08,1
-7.62,0,-10.16,1
-5.08,11.34,-5.08,1
-5.08,0,0,1
-7.62,0,-7.62,0
-7.62,0,-10.16,0
-2.54,0,5.08,1
-2.54,0,-2.54,1
-2.54,-4.54,-7.62,0
0,0,-7.62,0
-7.62,0,0,0
5.08,-9.08,0,1
-7.62,0,-7.62,1
0,-6.8,-2.54,0
7.62,0,2.54,1
5.08,0,5.08,0
0,-4.54,0,1
0,0,7.62,1
5.08,4.54,5.08,0
-10.16,0,5.08,1
2.54,4.54,-5.08,1
-5.08,6.8,2.54,1
-2.54,0,10.16,0
-5.08,0,0,1
2.54,0,2.54,1
-7.62,-4.54,-7.62,1
0,0,5.08,0
5.08,0,5.08,0
7.62,0,15.24,0
5.08,6.8,5.08,0
12.7,6.8,17.78,1
-10.16,4.54,-12.7,0
-2.54,-11.34,0,1
-7.62,-4.54,-5.08,1
2.54,0,2.54,0
-2.54,0,5.08,0
5.08,0,-5.08,0
-7.62,-4.08,-7.62,0
-10.16,0,-2.54,0
-5.08,0,-10.16,0
0,0.45,7.62,0
10.16,0,5.08,1
2.54,0,7.62,0
-2.54,0,-2.54,0
5.08,4.54,2.54,0
-2.54,0,0,0
